cause_id,icd10,icd10_name
488,D16.7,"Benign neoplasm of ribs, sternum and clavicle"
429,D24.1,Benign neoplasm of right breast
465,D27.0,Benign neoplasm of right ovary
488,D16.0,Benign neoplasm of scapula and long bones of upper limb
468,D29.4,Benign neoplasm of scrotum
488,D16.3,Benign neoplasm of short bones of lower limb
488,D16.1,Benign neoplasm of short bones of upper limb
441,D12.5,Benign neoplasm of sigmoid colon
488,D33.4,Benign neoplasm of spinal cord
488,D32.1,Benign neoplasm of spinal meninges
414,D13.1,Benign neoplasm of stomach
468,D29.2,Benign neoplasm of testis
488,D15.0,Benign neoplasm of thymus
444,D10.1,Benign neoplasm of tongue
444,D10.4,Benign neoplasm of tonsil
426,D14.2,Benign neoplasm of trachea
441,D12.3,Benign neoplasm of transverse colon
429,D24.9,Benign neoplasm of unspecified breast
465,D27.9,Benign neoplasm of unspecified ovary
488,D31.9,Benign neoplasm of unspecified part of eye
488,D31.6,Benign neoplasm of unspecified site of orbit
488,D30.2,Benign neoplasm of ureter
488,D30.4,Benign neoplasm of urethra
603,D28.2,Benign neoplasm of uterine tubes and ligaments
488,D28.1,Benign neoplasm of vagina
488,D16.6,Benign neoplasm of vertebral column
488,D28.0,Benign neoplasm of vulva
488,D36.9,"Benign neoplasm, unspecified site"
669,H81.1,Benign paroxysmal vertigo
332,G03.2,Benign recurrent meningitis [Mollaret]
391,E51.1,Beriberi
510,J63.2,Berylliosis
613,D56.1,Beta thalassemia
641,Q51.3,Bicornate uterus
531,K41.1,"Bilateral femoral hernia, with gangrene"
531,K41.0,"Bilateral femoral hernia, with obstruction, without gangrene"
531,K41.2,"Bilateral femoral hernia, without obstruction or gangrene"
531,K40.1,"Bilateral inguinal hernia, with gangrene"
531,K40.0,"Bilateral inguinal hernia, with obstruction, w/o gangrene"
531,K40.2,"Bilateral inguinal hernia, without obstruction or gangrene"
628,M16.2,Bilateral osteoarthritis resulting from hip dysplasia
628,M16.4,Bilateral post-traumatic osteoarthritis of hip
628,M17.2,Bilateral post-traumatic osteoarthritis of knee
628,M18.0,Bilateral primary osteoarth of first carpometacarp joints
628,M16.0,Bilateral primary osteoarthritis of hip
628,M17.0,Bilateral primary osteoarthritis of knee
535,K85.1,Biliary acute pancreatitis
525,K74.5,"Biliary cirrhosis, unspecified"
534,K83.5,Biliary cyst
570,F31.2,"Bipolar disord, crnt episode manic severe w psych features"
585,F31.2,"Bipolar disord, crnt episode manic severe w psych features"
570,F31.5,"Bipolar disord, crnt epsd depress, severe, w psych features"
585,F31.5,"Bipolar disord, crnt epsd depress, severe, w psych features"
570,F31.4,"Bipolar disord, crnt epsd depress, sev, w/o psych features"
585,F31.4,"Bipolar disord, crnt epsd depress, sev, w/o psych features"
570,F31.3,"Bipolar disord, current episode depress, mild or mod severt"
585,F31.3,"Bipolar disord, current episode depress, mild or mod severt"
570,F31.0,"Bipolar disorder, current episode hypomanic"
585,F31.0,"Bipolar disorder, current episode hypomanic"
570,F31.1,"Bipolar disorder, current episode manic w/o psych features"
585,F31.1,"Bipolar disorder, current episode manic w/o psych features"
570,F31.6,"Bipolar disorder, current episode mixed"
585,F31.6,"Bipolar disorder, current episode mixed"
570,F31.7,"Bipolar disorder, currently in remission"
585,F31.7,"Bipolar disorder, currently in remission"
570,F31.9,"Bipolar disorder, unspecified"
585,F31.9,"Bipolar disorder, unspecified"
628,M18.2,Bi post-trauma osteoarth of first carpometacarp joints
520,J67.2,Bird fancier's lung
382,P14.8,Birth injuries to other parts of peripheral nervous system
382,P13.8,Birth injuries to other parts of skeleton
382,P11.9,"Birth injury to central nervous system, unspecified"
382,P15.5,Birth injury to external genitalia
382,P15.3,Birth injury to eye
382,P15.4,Birth injury to face
382,P11.3,Birth injury to facial nerve
382,P13.2,Birth injury to femur
382,P15.0,Birth injury to liver
382,P11.4,Birth injury to other cranial nerves
382,P13.3,Birth injury to other long bones
382,P14.9,"Birth injury to peripheral nervous system, unspecified"
382,P12.9,"Birth injury to scalp, unspecified"
382,P13.9,"Birth injury to skeleton, unspecified"
382,P11.5,Birth injury to spine and spinal cord
382,P15.1,Birth injury to spleen
382,P15.9,"Birth injury, unspecified"
709,W54.0,Bitten by dog
594,N32.0,Bladder-neck obstruction
485,C86.4,Blastic NK-cell lymphoma
669,H01.0,Blepharitis
669,H02.3,Blepharochalasis
669,H10.5,Blepharoconjunctivitis
557,G24.5,Blepharospasm
371,O02.0,Blighted ovum and nonhydatidiform mole
541,K90.2,"Blind loop syndrome, not elsewhere classified"
669,H54.0,"Blindness, both eyes"
669,H54.4,"Blindness, one eye"
669,H54.1,"Blindness, one eye, low vision other eye"
729,X37.2,Blizzard (snow)(ice)
708,Y84.7,"Blood-sampling cause abn react/compl, w/o misadvnt"
641,Q13.5,Blue sclera
653,A66.6,Bone and joint lesions of yaws
405,A30.4,Borderline lepromatous leprosy
405,A30.3,Borderline leprosy
585,F60.3,Borderline personality disorder
405,A30.2,Borderline tuberculoid leprosy
302,A05.1,Botulism food poisoning
628,M15.2,Bouchard's nodes (with arthropathy)
494,G46.3,Brain stem stroke syndrome
653,L10.3,Brazilian pemphigus [fogo selvagem]
408,A48.4,Brazilian purpuric fever
385,P83.4,Breast engorgement of newborn
509,J47.9,"Bronchiectasis, uncomplicated"
509,J47.1,Bronchiectasis with (acute) exacerbation
509,J47.0,Bronchiectasis with acute lower respiratory infection
520,J68.0,"Bronchitis & pneumonitis d/t chemicals, gas, fumes & vapors"
381,P27.1,Bronchopulmonary dysplasia origin in the perinatal period
408,A23.1,Brucellosis due to Brucella abortus
408,A23.3,Brucellosis due to Brucella canis
408,A23.0,Brucellosis due to Brucella melitensis
408,A23.2,Brucellosis due to Brucella suis
408,A23.9,"Brucellosis, unspecified"
382,P12.3,Bruising of scalp due to birth injury
408,A20.0,Bubonic plague
507,I82.0,Budd-Chiari syndrome
572,F50.2,Bulimia nervosa
585,F50.2,Bulimia nervosa
653,L13.9,"Bullous disorder, unspecified"
669,H18.1,Bullous keratopathy
653,L12.0,Bullous pemphigoid
485,C83.7,Burkitt lymphoma
695,V93.0,Burn due to localized fire on board watercraft
695,V91.0,Burn due to watercraft on fire
689,V79.8,Bus occupant (driver) injured in oth transport accidents
689,V79.3,Bus occupant (driver) (passenger) injured in unsp nontraf
689,V79.9,Bus occupant (driver) (passenger) injured in unsp traf
520,J66.0,Byssinosis
462,D04.2,Ca in situ skin of ear and external auricular canal
594,N21.0,Calculus in bladder
594,N21.1,Calculus in urethra
534,K80.3,Calculus of bile duct with cholangitis
534,K80.4,Calculus of bile duct with cholecystitis
534,K80.5,Calculus of bile duct without cholangitis or cholecystitis
534,K80.6,Calculus of gallbladder and bile duct with cholecystitis
534,K80.7,Calculus of gallbladder and bile duct without cholecystitis
534,K80.0,Calculus of gallbladder with acute cholecystitis
534,K80.1,Calculus of gallbladder with other cholecystitis
534,K80.2,Calculus of gallbladder without cholecystitis
594,N20.0,Calculus of kidney
594,N20.2,Calculus of kidney with calculus of ureter
594,N21.9,"Calculus of lower urinary tract, unspecified"
594,N20.1,Calculus of ureter
337,A83.5,California encephalitis
302,A04.5,Campylobacter enteritis
520,J66.2,Cannabinosis
561,F12.1,Cannabis abuse
585,F12.1,Cannabis abuse
561,F12.2,Cannabis dependence
585,F12.2,Cannabis dependence
561,F12.9,"Cannabis use, unspecified"
585,F12.9,"Cannabis use, unspecified"
619,E34.0,Carcinoid syndrome
441,D01.3,Carcinoma in situ of anus and anal canal
474,D09.0,Carcinoma in situ of bladder
426,D02.2,Carcinoma in situ of bronchus and lung
432,D06.9,"Carcinoma in situ of cervix, unspecified"
441,D01.0,Carcinoma in situ of colon
432,D06.0,Carcinoma in situ of endocervix
435,D07.0,Carcinoma in situ of endometrium
411,D00.1,Carcinoma in situ of esophagus
432,D06.1,Carcinoma in situ of exocervix
488,D09.2,Carcinoma in situ of eye
423,D02.0,Carcinoma in situ of larynx
432,D06.7,Carcinoma in situ of other parts of cervix
426,D02.3,Carcinoma in situ of other parts of respiratory system
480,D09.8,Carcinoma in situ of other specified sites
488,D07.4,Carcinoma in situ of penis
438,D07.5,Carcinoma in situ of prostate
441,D01.1,Carcinoma in situ of rectosigmoid junction
441,D01.2,Carcinoma in situ of rectum
462,D04.1,"Carcinoma in situ of skin of eyelid, including canthus"
462,D04.0,Carcinoma in situ of skin of lip
462,D04.7,"Carcinoma in situ of skin of lower limb, including hip"
462,D04.3,Carcinoma in situ of skin of other and unsp parts of face
462,D04.8,Carcinoma in situ of skin of other sites
462,D04.4,Carcinoma in situ of skin of scalp and neck
462,D04.5,Carcinoma in situ of skin of trunk
462,D04.6,"Carcinoma in situ of skin of upper limb, including shoulder"
462,D04.9,"Carcinoma in situ of skin, unspecified"
414,D00.2,Carcinoma in situ of stomach
480,D09.3,Carcinoma in situ of thyroid and other endocrine glands
426,D02.1,Carcinoma in situ of trachea
435,D07.2,Carcinoma in situ of vagina
435,D07.1,Carcinoma in situ of vulva
708,Y84.0,"Cardiac catheterization cause abn react/compl, w/o misadvnt"
379,O29.1,Cardiac complications of anesthesia during pregnancy
379,O89.1,Cardiac complications of anesthesia during the puerperium
379,O74.2,Cardiac comp of anesthesia during labor and delivery
507,I51.0,"Cardiac septal defect, acquired"
499,I42.7,Cardiomyopathy due to drug and external agent
385,P29.9,"Cardiovasc disorder origin in the perinatal period, unsp"
393,A52.0,Cardiovascular and cerebrovascular syphilis
689,V42.5,Car driver injured in collision w 2/3-whl mv in traf
689,V42.0,Car driver injured in collision w 2/3-whl mv nontraf
689,V44.5,Car driver injured in collision w hv veh in traffic accident
689,V44.0,Car driver injured in collision w hv veh nontraf
689,V46.5,Car driver injured in collision w nonmtr vehicle in traf
689,V46.0,Car driver injured in collision w nonmtr vehicle nontraf
689,V41.5,Car driver injured in collision w pedal cycle in traf
689,V41.0,Car driver injured in collision w pedal cycle nontraf
689,V40.5,Car driver injured in collision w ped/anml in traf
689,V40.0,Car driver injured in collision w ped/anml nontraf
689,V45.5,Car driver injured in collision w rail trn/veh in traf
689,V45.0,Car driver injured in collision w rail trn/veh nontraf
689,V47.5,Car driver injured in collision w statnry object in traf
689,V47.0,Car driver injured in collision w statnry object nontraf
689,V48.5,Car driver injured in nonclsn transport accident in traf
689,V48.0,Car driver injured in nonclsn transport accident nontraf
689,V43.5,"Car driver injured pick-up truck, pk-up/van in traf"
689,V43.0,"Car driver injured pick-up truck, pk-up/van nontraf"
689,V49.8,Car occupant (driver) injured in oth transport accidents
689,V49.3,Car occupant (driver) (passenger) injured in unsp nontraf
689,V49.9,Car occupant (driver) (passenger) injured in unsp traf
494,G45.1,Carotid artery syndrome (hemispheric)
689,V42.6,Car passenger injured in collision w 2/3-whl mv in traf
689,V42.1,Car passenger injured in collision w 2/3-whl mv nontraf
689,V44.6,Car passenger injured in collision w hv veh in traf
689,V44.1,Car passenger injured in collision w hv veh nontraf
689,V46.6,Car passenger injured in collision w nonmtr vehicle in traf
689,V46.1,Car passenger injured in collision w nonmtr vehicle nontraf
689,V41.6,Car passenger injured in collision w pedal cycle in traf
689,V41.1,Car passenger injured in collision w pedal cycle nontraf
689,V40.6,Car passenger injured in collision w ped/anml in traf
689,V40.1,Car passenger injured in collision w ped/anml nontraf
689,V45.6,Car passenger injured in collision w rail trn/veh in traf
689,V45.1,Car passenger injured in collision w rail trn/veh nontraf
689,V47.6,Car passenger injured in collision w statnry object in traf
689,V47.1,Car passenger injured in collision w statnry object nontraf
689,V48.6,Car passenger injured in nonclsn transport accident in traf
689,V48.1,Car passenger injured in nonclsn transport accident nontraf
689,V43.6,"Car passenger injured pick-up truck, pk-up/van in traf"
689,V43.1,"Car passenger injured pick-up truck, pk-up/van nontraf"
559,F20.2,Catatonic schizophrenia
585,F20.2,Catatonic schizophrenia
408,A28.1,Cat-scratch disease
704,W23.0,"Caught, crushed, jammed, or pinched between moving objects"
704,W23.1,"Caught, crushed, jammed, or pinched betw stationary objects"
507,I77.4,Celiac artery compression syndrome
541,K90.0,Celiac disease
680,K12.2,Cellulitis and abscess of mouth
653,L03.2,Cellulitis and acute lymphangitis of face and neck
653,L03.0,Cellulitis and acute lymphangitis of finger and toe
653,L03.1,Cellulitis and acute lymphangitis of other parts of limb
653,L03.8,Cellulitis and acute lymphangitis of other sites
653,L03.3,Cellulitis and acute lymphangitis of trunk
653,L03.9,"Cellulitis and acute lymphangitis, unspecified"
669,H60.1,Cellulitis of external ear
408,A20.1,Cellulocutaneous plague
669,H17.1,Central corneal opacity
557,G37.1,Central demyelination of corpus callosum
337,A84.1,Central European tick-borne encephalitis
525,K76.2,Central hemorrhagic necrosis of liver
669,H72.0,Central perforation of tympanic membrane
557,G37.2,Central pontine myelinolysis
669,H34.1,Central retinal artery occlusion
509,J43.2,Centrilobular emphysema
382,P12.0,Cephalhematoma due to birth injury
351,B65.3,Cercarial dermatitis
385,P52.6,Cerebellar and posterior fossa hemorrhage of newborn
557,G11.3,Cerebellar ataxia with defective DNA repair
494,G46.4,Cerebellar stroke syndrome
507,I68.0,Cerebral amyloid angiopathy
494,I67.1,"Cerebral aneurysm, nonruptured"
494,I68.2,Cerebral arteritis in other diseases classified elsewhere
639,I67.7,"Cerebral arteritis, not elsewhere classified"
494,I67.2,Cerebral atherosclerosis
382,P11.0,Cerebral edema due to birth injury
382,P10.1,Cerebral hemorrhage due to birth injury
494,I63.4,Cerebral infarction due to embolism of cerebral arteries
494,I63.1,Cerebral infarction due to embolism of precerebral arteries
494,I63.3,Cerebral infarction due to thrombosis of cerebral arteries
494,I63.0,Cerebral infarction due to thrombosis of precerb arteries
494,I63.9,"Cerebral infarction, unspecified"
494,I63.6,"Cerebral infrc due to cerebral venous thombos, nonpyogenic"
494,I63.5,Cerebral infrc due to unsp occls or stenosis of cerebral art
494,I63.2,Cerebral infrc due to unsp occls or stenosis of precerb art
379,O22.5,Cerebral venous thrombosis in pregnancy
379,O87.3,Cerebral venous thrombosis in the puerperium
619,G97.0,Cerebrospinal fluid leak from spinal puncture
629,M54.2,Cervicalgia
641,Q76.5,Cervical rib
641,Q05.0,Cervical spina bifida with hydrocephalus
641,Q05.5,Cervical spina bifida without hydrocephalus
365,B71.9,"Cestode infection, unspecified"
346,B57.3,Chagas' disease (chronic) with digestive system involvement
346,B57.2,Chagas' disease (chronic) with heart involvement
346,B57.4,Chagas' disease (chronic) with nervous system involvement
346,B57.5,Chagas' disease (chronic) with other organ involvement
669,H00.1,Chalazion
669,H18.3,Changes of corneal membranes
680,K13.1,Cheek and lip biting
619,J95.4,Chemical pneumonitis due to anesthesia
382,P12.1,Chignon (from vacuum extraction) due to birth injury
365,A92.0,Chikungunya virus disease
641,Q99.0,"Chimera 46, XX/46, XY"
408,A74.0,Chlamydial conjunctivitis
393,A56.3,Chlamydial infection of anus and rectum
393,A56.2,"Chlamydial infection of genitourinary tract, unspecified"
393,A56.0,Chlamydial infection of lower genitourinary tract
393,A56.1,Chlamydial infection of pelviperitoneum and oth GU organs
393,A56.4,Chlamydial infection of pharynx
408,A74.9,"Chlamydial infection, unspecified"
322,J16.0,Chlamydial pneumonia
641,Q30.0,Choanal atresia
534,K83.0,Cholangitis
534,K81.9,"Cholecystitis, unspecified"
641,Q44.4,Choledochal cyst
302,A00.0,"Cholera due to Vibrio cholerae 01, biovar cholerae"
302,A00.1,"Cholera due to Vibrio cholerae 01, biovar eltor"
302,A00.9,"Cholera, unspecified"
669,H71.0,Cholesteatoma of attic
669,H60.4,Cholesteatoma of external ear
669,H71.2,Cholesteatoma of mastoid
669,H71.1,Cholesteatoma of tympanum
534,K82.4,Cholesterolosis of gallbladder
669,H61.0,Chondritis and perichondritis of external ear
641,Q77.3,Chondrodysplasia punctata
641,Q77.6,Chondroectodermal dysplasia
669,H31.0,Chorioretinal scars
669,H31.1,Choroidal degeneration
669,H31.4,Choroidal detachment
669,H31.3,Choroidal hemorrhage and rupture
391,E61.4,Chromium deficiency
641,Q95.1,Chromosome inversion in normal individual
641,Q93.2,"Chromosome replaced with ring, dicentric or isochromosome"
613,D60.0,Chronic acquired pure red cell aplasia
525,K73.2,"Chronic active hepatitis, not elsewhere classified"
507,I31.0,Chronic adhesive pericarditis
541,K60.1,Chronic anal fissure
520,J70.1,Chronic and other pulmonary manifestations due to radiation
680,K04.5,Chronic apical periodontitis
500,I48.2,Chronic atrial fibrillation
528,K29.4,Chronic atrophic gastritis
669,H66.2,Chronic atticoantral suppurative otitis media
653,L12.2,Chronic bullous disease of childhood
534,K81.1,Chronic cholecystitis
619,D73.2,Chronic congestive splenomegaly
669,H10.4,Chronic conjunctivitis
